CDW,CDW Corp.,Technology Services
CDXC,Chromadex Corp.,Process Industries
CDXS,"Codexis, Inc.",Process Industries
CDZI,"Cadiz, Inc.",Utilities
CE,Celanese Corp.,Process Industries
CECE,CECO Environmental Corp.,Producer Manufacturing
CEL,Cellcom Israel Ltd.,Communications
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables
CENT,Central Garden & Pet Co.,Consumer Non-Durables
CENTA,Central Garden & Pet Co.,Consumer Non-Durables
CENX,Century Aluminum Co.,Non-Energy Minerals
CEQP,Crestwood Equity Partners LP,Industrial Services
CERN,Cerner Corp.,Technology Services
CERS,Cerus Corp.,Health Technology
CETV,Central European Media Enterprises Ltd.,Consumer Services
CEVA,"CEVA, Inc.",Electronic Technology
CF,"CF Industries Holdings, Inc.",Process Industries
CFB,"CrossFirst Bankshares, Inc.",Finance
CFFA,CF Finance Acquisition Corp.,Finance
CFFN,"Capitol Federal Financial, Inc.",Finance
CFG,"Citizens Financial Group, Inc. (Rhode Island)",Finance
CFR,"Cullen/Frost Bankers, Inc.",Finance
CFX,Colfax Corp.,Producer Manufacturing
CG,"The Carlyle Group, Inc.",Finance
CGBD,"TCG BDC, Inc.",Finance
CGC,Canopy Growth Corp.,Process Industries
CGEN,Compugen Ltd.,Health Technology
CGNX,Cognex Corp.,Electronic Technology
CHCO,City Holding Co.,Finance
CHCT,"Community Healthcare Trust, Inc.",Finance
CHD,"Church & Dwight Co., Inc.",Consumer Non-Durables
CHDN,"Churchill Downs, Inc.",Consumer Services
CHE,Chemed Corp.,Health Services
CHEF,"The Chefs' Warehouse, Inc.",Distribution Services
CHGG,"Chegg, Inc.",Commercial Services
CHH,"Choice Hotels International, Inc.",Consumer Services
CHKP,Check Point Software Technologies Ltd.,Technology Services
CHMA,"Chiasma, Inc.",Health Technology
CHNG,"Change Healthcare, Inc.",Technology Services
CHPM,CHP Merger Corp.,Finance
CHRS,"Coherus BioSciences, Inc.",Health Technology
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation
CHTR,"Charter Communications, Inc.",Consumer Services
CHUY,"Chuy's Holdings, Inc.",Consumer Services
CHWY,"Chewy, Inc.",Retail Trade
CHX,ChampionX Corp.,Process Industries
CI,Cigna Corp.,Health Services
CIA,"Citizens, Inc. (Austin, Texas)",Finance
CIEN,Ciena Corp.,Electronic Technology
CIGI,"Colliers International Group, Inc.",Finance
CIM,Chimera Investment Corp.,Finance
CINF,Cincinnati Financial Corp.,Finance
CINR,Ciner Resources LP,Non-Energy Minerals
CIO,"City Office REIT, Inc.",Finance
CIR,"CIRCOR International, Inc.",Producer Manufacturing
CIT,"CIT Group, Inc.",Finance
CIVB,"Civista Bancshares, Inc.",Finance
CKH,"SEACOR Holdings, Inc.",Industrial Services
CL,Colgate-Palmolive Co.,Consumer Non-Durables
CLAR,Clarus Corp.,Consumer Durables
CLB,Core Laboratories NV,Industrial Services
CLBK,"Columbia Financial, Inc.",Finance
CLCT,"Collectors Universe, Inc.",Consumer Services
CLDR,"Cloudera, Inc.",Technology Services
CLDT,Chatham Lodging Trust,Finance
CLDX,"Celldex Therapeutics, Inc.",Health Technology
CLF,"Cleveland-Cliffs, Inc.",Non-Energy Minerals
CLFD,"Clearfield, Inc.",Electronic Technology
CLGX,"CoreLogic, Inc.",Technology Services
CLH,"Clean Harbors, Inc.",Industrial Services
CLI,Mack-Cali Realty Corp.,Finance
CLMT,Calumet Specialty Products Partners LP,Process Industries
CLNC,"Colony Credit Real Estate, Inc.",Finance
CLNE,Clean Energy Fuels Corp.,Utilities
CLNY,"Colony Capital, Inc.",Finance
CLR,"Continental Resources, Inc.",Energy Minerals
CLS,"Celestica, Inc.",Electronic Technology
CLSK,"Cleanspark, Inc.",Miscellaneous
CLVS,"Clovis Oncology, Inc.",Health Technology
CLW,Clearwater Paper Corp.,Process Industries
CLX,The Clorox Co.,Consumer Non-Durables
CM,Canadian Imperial Bank of Commerce,Finance
CMA,"Comerica, Inc.",Finance
CMBM,Cambium Networks Corp.,Electronic Technology
CMC,Commercial Metals Co.,Non-Energy Minerals
CMCO,Columbus McKinnon Corp.,Producer Manufacturing
CMCSA,Comcast Corp.,Consumer Services
CMD,Cantel Medical Corp.,Health Technology
CME,"CME Group, Inc.",Finance
CMG,"Chipotle Mexican Grill, Inc.",Consumer Services
CMI,"Cummins, Inc.",Producer Manufacturing
CMO,Capstead Mortgage Corp.,Finance
CMP,"Compass Minerals International, Inc.",Process Industries
CMPI,"Checkmate Pharmaceuticals, Inc.",Health Technology
CMPR,Cimpress Plc,Commercial Services
CMRE,"Costamare, Inc.",Transportation
CMS,CMS Energy Corp.,Utilities
CMTL,Comtech Telecommunications Corp.,Electronic Technology
CNA,CNA Financial Corp.,Finance
CNBKA,"Century Bancorp, Inc. (Massachusetts)",Finance
CNC,Centene Corp.,Health Services
CNCE,"Concert Pharmaceuticals, Inc.",Health Technology
CNDT,"Conduent, Inc.",Commercial Services
CNHI,CNH Industrial NV,Producer Manufacturing
CNI,Canadian National Railway Co.,Transportation
CNK,"Cinemark Holdings, Inc.",Consumer Services
CNMD,CONMED Corp.,Health Technology
CNNE,"Cannae Holdings, Inc.",Finance
CNO,"CNO Financial Group, Inc.",Finance
CNOB,"ConnectOne Bancorp, Inc.",Finance
CNP,"CenterPoint Energy, Inc.",Utilities
CNQ,Canadian Natural Resources Ltd.,Energy Minerals
CNR,"Cornerstone Building Brands, Inc.",Producer Manufacturing
CNS,"Cohen & Steers, Inc. (New York)",Finance
CNSL,"Consolidated Communications Holdings, Inc.",Communications
CNST,"Constellation Pharmaceuticals, Inc.",Health Technology
CNTG,Centogene NV,Commercial Services
CNX,CNX Resources Corp.,Energy Minerals
CNXN,"PC Connection, Inc.",Technology Services
CO,Global Cord Blood Corp.,Health Services
CODI,Compass Diversified Holdings,Finance
CODX,"Co-Diagnostics, Inc.",Health Technology
COF,Capital One Financial Corp.,Finance
COFS,"ChoiceOne Financial Services, Inc.",Finance
COG,Cabot Oil & Gas Corp.,Energy Minerals
COHR,"Coherent, Inc.",Electronic Technology
COHU,"Cohu, Inc.",Electronic Technology
COKE,"Coca-Cola Consolidated, Inc.",Consumer Non-Durables
COLB,"Columbia Banking System, Inc.",Finance
COLD,"Americold Realty Trust, Inc.",Finance
COLL,"Collegium Pharmaceutical, Inc.",Health Technology
COLM,Columbia Sportswear Co.,Consumer Non-Durables
COMM,"CommScope Holding Co., Inc.",Electronic Technology
CONE,"CyrusOne, Inc.",Finance
CONN,"Conn's, Inc.",Retail Trade
COO,"The Cooper Cos., Inc.",Health Technology
COOP,"Mr. Cooper Group, Inc.",Finance
COP,ConocoPhillips,Energy Minerals
COR,CoreSite Realty Corp.,Finance
CORE,"Core-Mark Holding Co., Inc.",Distribution Services
CORT,"Corcept Therapeutics, Inc.",Health Technology
COST,Costco Wholesale Corp.,Retail Trade
COTY,"Coty, Inc.",Consumer Non-Durables
COUP,"Coupa Software, Inc.",Technology Services
COWN,"Cowen, Inc.",Finance
CP,Canadian Pacific Railway Ltd.,Transportation
CPA,Copa Holdings SA,Transportation
CPAA,Conyers Park II Acquisition Corp.,Finance
CPB,Campbell Soup Co.,Consumer Non-Durables
CPE,Callon Petroleum Co.,Energy Minerals
CPF,Central Pacific Financial Corp.,Finance
CPG,Crescent Point Energy Corp.,Energy Minerals
CPK,Chesapeake Utilities Corp.,Utilities
CPLG,"CorePoint Lodging, Inc.",Finance
CPRI,Capri Holdings Ltd.,Retail Trade
CPRT,"Copart, Inc.",Commercial Services
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Technology
CPS,"Cooper-Standard Holdings, Inc.",Producer Manufacturing
CPSI,"Computer Programs & Systems, Inc.",Technology Services
CPT,Camden Property Trust,Finance
CQP,Cheniere Energy Partners LP,Industrial Services
CR,Crane Co.,Producer Manufacturing
CRAI,"CRA International, Inc.",Commercial Services
CRD.A,Crawford & Co.,Finance
CRD.B,Crawford & Co.,Finance
CRDF,"Cardiff Oncology, Inc.",Health Services
CREE,"Cree, Inc.",Electronic Technology
CRI,"Carter's, Inc.",Retail Trade
CRK,"Comstock Resources, Inc.",Energy Minerals
CRL,"Charles River Laboratories International, Inc.",Commercial Services
CRM,"salesforce.com, inc.",Technology Services
CRMT,"America's Car-Mart, Inc.",Retail Trade
CRNC,"Cerence, Inc.",Technology Services
CRNT,Ceragon Networks Ltd.,Electronic Technology
CRNX,"Crinetics Pharmaceuticals, Inc.",Health Technology
CRON,"Cronos Group, Inc.",Process Industries
CROX,"Crocs, Inc.",Consumer Non-Durables
CRS,Carpenter Technology Corp.,Non-Energy Minerals
CRSA,Crescent Acquisition Corp.,Finance
CRSP,CRISPR Therapeutics AG,Health Technology
CRSR,"Corsair Gaming, Inc.",Technology Services
CRTX,"Cortexyme, Inc.",Health Technology
CRUS,"Cirrus Logic, Inc.",Electronic Technology
CRVL,CorVel Corp.,Finance
CRWD,"CrowdStrike Holdings, Inc.",Technology Services
CRY,"CryoLife, Inc.",Health Technology
CSCO,"Cisco Systems, Inc.",Technology Services
CSGP,"CoStar Group, Inc.",Technology Services
CSGS,"CSG Systems International, Inc.",Technology Services
CSII,"Cardiovascular Systems, Inc.",Health Technology
CSIQ,"Canadian Solar, Inc.",Producer Manufacturing
CSL,"Carlisle Cos., Inc.",Producer Manufacturing
CSOD,"Cornerstone OnDemand, Inc.",Technology Services
CSPR,"Casper Sleep, Inc.",Consumer Durables
CSTE,Caesarstone Ltd.,Non-Energy Minerals
CSTL,"Castle Biosciences, Inc.",Health Services
CSTM,Constellium SE,Commercial Services
CSTR,"CapStar Financial Holdings, Inc.",Finance
CSV,"Carriage Services, Inc.",Consumer Services
CSWC,Capital Southwest Corp.,Finance
CSWI,"CSW Industrials, Inc.",Process Industries
CSX,CSX Corp.,Transportation
CTAS,Cintas Corp.,Consumer Services
CTB,Cooper Tire & Rubber Co.,Consumer Durables
CTBI,"Community Trust Bancorp, Inc. (Kentucky)",Finance
CTIC,CTI BioPharma Corp.,Health Technology
CTLT,"Catalent, Inc.",Health Technology
CTMX,"CytomX Therapeutics, Inc.",Health Technology
CTO,"CTO Realty Growth, Inc.",Finance
CTRE,"CareTrust REIT, Inc.",Finance
CTRN,"Citi Trends, Inc.",Retail Trade
CTS,CTS Corp.,Electronic Technology
CTSH,Cognizant Technology Solutions Corp.,Technology Services
CTSO,CytoSorbents Corp.,Health Technology
CTT,"CatchMark Timber Trust, Inc.",Finance
CTVA,"Corteva, Inc.",Process Industries
CTXS,"Citrix Systems, Inc.",Technology Services
CUB,Cubic Corp.,Electronic Technology
CUBE,CubeSmart,Finance
CUBI,"Customers Bancorp, Inc.",Finance
CUE,"Cue Biopharma, Inc.",Health Technology
CURO,CURO Group Holdings Corp.,Finance
CUTR,"Cutera, Inc.",Health Technology
CUZ,"Cousins Properties, Inc.",Finance
CVA,Covanta Holding Corp.,Industrial Services
CVAC,CureVac NV,Health Technology
CVBF,CVB Financial Corp.,Finance
CVCO,"Cavco Industries, Inc.",Consumer Durables
CVE,"Cenovus Energy, Inc.",Energy Minerals
CVET,"Covetrus, Inc.",Technology Services
CVGI,"Commercial Vehicle Group, Inc.",Producer Manufacturing
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables
CVI,"CVR Energy, Inc.",Energy Minerals
CVLG,"Covenant Logistics Group, Inc.",Transportation
CVLT,"Commvault Systems, Inc.",Technology Services
CVM,CEL-SCI Corp.,Health Technology
CVNA,Carvana Co.,Retail Trade
CVS,CVS Health Corp.,Retail Trade
CVX,Chevron Corp.,Energy Minerals
CW,Curtiss-Wright Corp.,Electronic Technology
CWEN,"Clearway Energy, Inc.",Utilities
CWEN.A,"Clearway Energy, Inc.",Utilities
CWH,"Camping World Holdings, Inc.",Retail Trade
CWK,Cushman & Wakefield Plc,Finance
CWST,"Casella Waste Systems, Inc.",Industrial Services
CWT,California Water Service Group,Utilities
CXO,"Concho Resources, Inc.",Energy Minerals
CXP,"Columbia Property Trust, Inc.",Finance
CXW,"CoreCivic, Inc.",Finance
CYBE,CyberOptics Corp.,Electronic Technology
CYBR,CyberArk Software Ltd.,Technology Services
CYCN,"Cyclerion Therapeutics, Inc.",Health Technology
CYD,China Yuchai International Ltd.,Producer Manufacturing
CYH,"Community Health Systems, Inc.",Health Services
CYRX,"CryoPort, Inc.",Transportation
CYTK,"Cytokinetics, Inc.",Health Technology
CZNC,Citizens & Northern Corp.,Finance
CZR,"Caesars Entertainment, Inc.",Consumer Services
CZZ,Cosan Ltd.,Energy Minerals
D,"Dominion Energy, Inc.",Utilities
DAC,Danaos Corp.,Transportation
DAL,"Delta Air Lines, Inc.",Transportation
DAN,"Dana, Inc.",Producer Manufacturing
DAR,"Darling Ingredients, Inc.",Process Industries
DB,Deutsche Bank AG,Finance
DBD,"Diebold Nixdorf, Inc.",Electronic Technology
DBI,"Designer Brands, Inc.",Retail Trade
DBX,"Dropbox, Inc.",Technology Services
DCI,"Donaldson Co., Inc.",Process Industries
DCO,"Ducommun, Inc.",Electronic Technology
DCOM,"Dime Community Bancshares, Inc.",Finance
DCP,DCP Midstream LP,Industrial Services
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Technology
DCT,"Duck Creek Technologies, Inc.",Technology Services
DD,"DuPont de Nemours, Inc.",Process Industries
DDD,3D Systems Corp.,Producer Manufacturing
DDOG,"Datadog, Inc.",Technology Services
DDS,"Dillard's, Inc.",Retail Trade
DE,Deere & Co.,Producer Manufacturing
DEA,"Easterly Government Properties, Inc.",Finance
DECK,Deckers Outdoor Corp.,Consumer Non-Durables
DEI,"Douglas Emmett, Inc.",Finance
DELL,"Dell Technologies, Inc.",Electronic Technology
DENN,Denny's Corp.,Consumer Services
DESP,Despegar.com Corp.,Consumer Services
DFIN,"Donnelley Financial Solutions, Inc.",Commercial Services
DFS,Discover Financial Services,Finance
DG,Dollar General Corp.,Retail Trade
DGICA,"Donegal Group, Inc.",Finance
DGII,"Digi International, Inc.",Electronic Technology
DGNR,Dragoneer Growth Opportunities Corp.,Finance
DGX,"Quest Diagnostics, Inc.",Health Services
DHC,Diversified Healthcare Trust,Finance
DHI,"D.R. Horton, Inc.",Consumer Durables
DHIL,"Diamond Hill Investment Group, Inc.",Finance
DHR,Danaher Corp.,Health Technology
DHT,"DHT Holdings, Inc.",Transportation
DIN,"Dine Brands Global, Inc.",Consumer Services
DIOD,"Diodes, Inc.",Electronic Technology
DIS,The Walt Disney Co.,Consumer Services
DISCA,"Discovery, Inc.",Consumer Services
DISCK,"Discovery, Inc.",Consumer Services
DISH,DISH Network Corp.,Consumer Services
DJCO,Daily Journal Corp.,Consumer Services
DK,"Delek US Holdings, Inc.",Energy Minerals
DKL,Delek Logistics Partners LP,Industrial Services
DKNG,"DraftKings, Inc.",Technology Services
DKS,"Dick's Sporting Goods, Inc.",Retail Trade
DLB,"Dolby Laboratories, Inc.",Consumer Services
DLR,"Digital Realty Trust, Inc.",Finance
DLTH,"Duluth Holdings, Inc.",Retail Trade
DLTR,"Dollar Tree, Inc.",Retail Trade
DLX,Deluxe Corp.,Commercial Services
DMLP,Dorchester Minerals LP,Energy Minerals
DMRC,Digimarc Corp.,Technology Services
DMS,"Digital Media Solutions, Inc.",Commercial Services
DMTK,"DermTech, Inc.",Health Technology
DMYT,"dMY Technology Group, Inc.",Finance
DNB,"Dun & Bradstreet Holdings, Inc.",Technology Services
DNKN,"Dunkin' Brands Group, Inc.",Consumer Services
DNLI,"Denali Therapeutics, Inc.",Health Technology
DNOW,"NOW, Inc.",Distribution Services
DOC,Physicians Realty Trust,Finance
DOCU,"DocuSign, Inc.",Technology Services
DOMO,"Domo, Inc.",Technology Services
DOOO,"BRP, Inc.",Consumer Durables
DOOR,Masonite International Corp.,Producer Manufacturing
DORM,"Dorman Products, Inc.",Consumer Durables
DOV,Dover Corp.,Producer Manufacturing
DOW,"Dow, Inc.",Process Industries
DOX,Amdocs Ltd.,Technology Services
DPZ,"Domino's Pizza, Inc.",Consumer Services
DRE,Duke Realty Corp.,Finance
DRH,DiamondRock Hospitality Co.,Finance
DRI,"Darden Restaurants, Inc.",Consumer Services
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Technology
DRQ,"Dril-Quip, Inc.",Industrial Services
DRRX,DURECT Corp.,Health Technology
DSGX,"The Descartes Systems Group, Inc.",Technology Services
DSKE,"Daseke, Inc.",Transportation
DSPG,"DSP Group, Inc.",Electronic Technology
DSSI,"Diamond S Shipping, Inc.",Transportation
DT,"Dynatrace, Inc.",Technology Services
DTE,DTE Energy Co.,Utilities
DTIL,"Precision BioSciences, Inc.",Health Technology
DUK,Duke Energy Corp.,Utilities
DVA,"DaVita, Inc.",Health Services
DVAX,Dynavax Technologies Corp.,Health Technology
DVN,Devon Energy Corp.,Energy Minerals
DX,"Dynex Capital, Inc.",Finance
DXC,DXC Technology Co.,Technology Services
DXCM,"DexCom, Inc.",Health Technology
DXPE,"DXP Enterprises, Inc.",Distribution Services
DY,"Dycom Industries, Inc.",Industrial Services
DYAI,"Dyadic International, Inc.",Health Technology
DYN,"Dyne Therapeutics, Inc.",Health Technology
DZSI,"DZS, Inc.",Electronic Technology
EA,"Electronic Arts, Inc.",Consumer Durables
EAF,GrafTech International Ltd.,Producer Manufacturing
EAT,"Brinker International, Inc.",Consumer Services
EB,"Eventbrite, Inc.",Technology Services
EBAY,"eBay, Inc.",Consumer Services
EBF,"Ennis, Inc.",Commercial Services
EBIX,"Ebix, Inc.",Finance
EBON,"Ebang International Holdings, Inc.",Electronic Technology
EBS,"Emergent BioSolutions, Inc.",Health Technology
EBSB,"Meridian Bancorp, Inc.",Finance
EBTC,"Enterprise Bancorp, Inc.",Finance
ECHO,"Echo Global Logistics, Inc.",Transportation
ECL,"Ecolab, Inc.",Process Industries
ECOL,"US Ecology, Inc.",Industrial Services
ECOM,ChannelAdvisor Corp.,Technology Services
ECPG,"Encore Capital Group, Inc.",Finance
ED,"Consolidated Edison, Inc.",Utilities
EDIT,"Editas Medicine, Inc.",Health Technology
EEFT,"Euronet Worldwide, Inc.",Technology Services
EEX,"Emerald Holding, Inc.",Commercial Services
EFC,"Ellington Financial, Inc.",Finance
EFSC,Enterprise Financial Services Corp.,Finance
EFX,"Equifax, Inc.",Commercial Services
EGAN,eGain Corp.,Technology Services
EGBN,"Eagle Bancorp, Inc. (Maryland)",Finance
EGHT,"8x8, Inc.",Technology Services
EGLE,"Eagle Bulk Shipping, Inc.",Transportation
EGO,Eldorado Gold Corp.,Non-Energy Minerals
EGOV,"NIC, Inc.",Technology Services
EGP,"EastGroup Properties, Inc.",Finance
EGRX,"Eagle Pharmaceuticals, Inc.",Health Technology
EHC,Encompass Health Corp.,Health Services
EHTH,"eHealth, Inc.",Finance
EIDX,"Eidos Therapeutics, Inc.",Health Technology
EIG,"Employers Holdings, Inc.",Finance
EIGI,"Endurance International Group Holdings, Inc.",Technology Services
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Technology
EIX,Edison International,Utilities
EL,"The Estée Lauder Companies, Inc.",Consumer Non-Durables
ELAN,"Elanco Animal Health, Inc.",Process Industries
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables
ELS,"Equity LifeStyle Properties, Inc.",Finance
ELY,Callaway Golf Co.,Consumer Durables
EME,"EMCOR Group, Inc.",Industrial Services
EMN,Eastman Chemical Co.,Process Industries
EMR,Emerson Electric Co.,Producer Manufacturing
EMX,EMX Royalty Corp.,Non-Energy Minerals
ENB,"Enbridge, Inc.",Industrial Services
ENBL,Enable Midstream Partners LP,Industrial Services
ENDP,Endo International Plc,Health Technology
ENLC,EnLink Midstream LLC,Industrial Services
ENPH,"Enphase Energy, Inc.",Electronic Technology
ENR,"Energizer Holdings, Inc.",Consumer Non-Durables
ENS,EnerSys,Producer Manufacturing
ENSG,"The Ensign Group, Inc.",Health Services
ENTA,"Enanta Pharmaceuticals, Inc.",Health Technology
ENTG,"Entegris, Inc.",Electronic Technology
ENV,"Envestnet, Inc.",Technology Services
ENVA,"Enova International, Inc.",Finance
EOG,"EOG Resources, Inc.",Energy Minerals
EPAC,Enerpac Tool Group Corp.,Producer Manufacturing
EPAM,"EPAM Systems, Inc.",Technology Services
EPAY,"Bottomline Technologies, Inc.",Technology Services
EPC,Edgewell Personal Care Co.,Consumer Non-Durables
EPD,Enterprise Products Partners LP,Industrial Services
EPR,EPR Properties,Finance
EPRT,"Essential Properties Realty Trust, Inc.",Finance
EPZM,"Epizyme, Inc.",Health Technology
EQBK,"Equity Bancshares, Inc.",Finance
EQC,Equity Commonwealth,Finance
EQH,"Equitable Holdings, Inc.",Finance
EQIX,"Equinix, Inc.",Finance
EQR,Equity Residential,Finance
EQT,EQT Corp.,Energy Minerals
EQX,Equinox Gold Corp.,Non-Energy Minerals
ERES,East Resources Acquisition Co.,Finance
ERF,Enerplus Corp.,Energy Minerals
ERIE,Erie Indemnity Co.,Finance
ERII,"Energy Recovery, Inc.",Producer Manufacturing
ES,Eversource Energy,Utilities
ESCA,"Escalade, Inc.",Consumer Durables
ESE,"ESCO Technologies, Inc.",Electronic Technology
ESGC,Eros STX Global Corp.,Consumer Services
ESGR,Enstar Group Ltd.,Finance
ESI,"Element Solutions, Inc.",Process Industries
ESLT,Elbit Systems Ltd.,Electronic Technology
ESNT,Essent Group Ltd.,Finance
ESPR,"Esperion Therapeutics, Inc.",Health Technology
ESRT,"Empire State Realty Trust, Inc.",Finance
ESS,"Essex Property Trust, Inc.",Finance
ESTA,"Establishment Labs Holdings, Inc.",Health Technology
ESTC,Elastic NV,Technology Services
ET,Energy Transfer LP,Industrial Services
ETH,"Ethan Allen Interiors, Inc.",Consumer Durables
ETM,Entercom Communications Corp.,Consumer Services
ETN,Eaton Corp. Plc,Producer Manufacturing
ETNB,"89bio, Inc.",Health Technology
ETR,Entergy Corp.,Utilities
ETRN,Equitrans Midstream Corp.,Industrial Services
ETSY,"Etsy, Inc.",Commercial Services
EURN,Euronav NV,Transportation
EV,Eaton Vance Corp.,Finance
EVA,Enviva Partners LP,Process Industries
EVBG,"Everbridge, Inc.",Technology Services
EVER,"EverQuote, Inc.",Technology Services
EVFM,"Evofem Biosciences, Inc.",Health Technology
EVH,"Evolent Health, Inc.",Commercial Services
EVI,"EVI Industries, Inc.",Distribution Services
EVLO,"Evelo Biosciences, Inc.",Health Technology
EVOP,"EVO Payments, Inc.",Commercial Services
EVR,"Evercore, Inc.",Finance
EVRG,"Evergy, Inc.",Utilities
EVRI,"Everi Holdings, Inc.",Consumer Services
EVTC,"EVERTEC, Inc.",Technology Services
EW,Edwards Lifesciences Corp.,Health Technology
EWBC,"East West Bancorp, Inc.",Finance
EXAS,EXACT Sciences Corp.,Health Technology
EXC,Exelon Corp.,Utilities
EXEL,"Exelixis, Inc.",Health Technology
EXK,Endeavour Silver Corp.,Non-Energy Minerals
EXLS,"ExlService Holdings, Inc.",Technology Services
EXP,"Eagle Materials, Inc.",Non-Energy Minerals
EXPC,Experience Investment Corp.,Finance
EXPD,"Expeditors International of Washington, Inc.",Transportation
EXPE,"Expedia Group, Inc.",Consumer Services
EXPI,"eXp World Holdings, Inc.",Finance
EXPO,"Exponent, Inc.",Industrial Services
EXR,"Extra Space Storage, Inc.",Finance
EXTR,"Extreme Networks, Inc.",Electronic Technology
EYE,"National Vision Holdings, Inc.",Retail Trade
EZPW,"EZCORP, Inc.",Finance
F,Ford Motor Co.,Consumer Durables
FAF,First American Financial Corp.,Finance
FANG,"Diamondback Energy, Inc.",Energy Minerals
FARO,"FARO Technologies, Inc.",Electronic Technology
FAST,Fastenal Co.,Distribution Services
FATE,"Fate Therapeutics, Inc.",Health Technology
FB,"Facebook, Inc.",Technology Services
FBC,"Flagstar Bancorp, Inc.",Finance
FBHS,"Fortune Brands Home & Security, Inc.",Producer Manufacturing
FBIO,"Fortress Biotech, Inc.",Health Technology
FBK,FB Financial Corp.,Finance
FBM,"Foundation Building Materials, Inc.",Distribution Services
FBMS,"The First Bancshares, Inc. (Mississippi)",Finance
FBNC,First Bancorp (North Carolina),Finance
FBP,First BanCorp (Puerto Rico),Finance
FC,Franklin Covey Co.,Commercial Services
FCAU,Fiat Chrysler Automobiles NV,Consumer Durables
FCBC,"First Community Bancshares, Inc. (Virginia)",Finance
FCEL,"FuelCell Energy, Inc.",Electronic Technology
FCF,First Commonwealth Financial Corp. (Pennsylvania),Finance
FCFS,"FirstCash, Inc.",Finance
FCN,"FTI Consulting, Inc.",Commercial Services
FCNCA,"First Citizens BancShares, Inc. (North Carolina)",Finance
FCPT,"Four Corners Property Trust, Inc.",Finance
FCX,"Freeport-McMoRan, Inc.",Non-Energy Minerals
FDBC,"Fidelity D&D Bancorp, Inc.",Finance
FDP,"Fresh Del Monte Produce, Inc.",Consumer Non-Durables
FDS,"FactSet Research Systems, Inc.",Technology Services
FDUS,Fidus Investment Corp.,Finance
FDX,FedEx Corp.,Transportation
FE,FirstEnergy Corp.,Utilities
FEAC,Flying Eagle Acquisition Corp.,Finance
FELE,"Franklin Electric Co., Inc.",Producer Manufacturing
FEYE,"FireEye, Inc.",Technology Services
FF,FutureFuel Corp.,Process Industries
FFBC,First Financial Bancorp (Ohio),Finance
FFG,"FBL Financial Group, Inc.",Finance
FFIC,Flushing Financial Corp.,Finance
FFIN,"First Financial Bankshares, Inc.",Finance
FFIV,"F5 Networks, Inc.",Electronic Technology
FFWM,"First Foundation, Inc.",Finance
FGEN,"FibroGen, Inc.",Health Technology
FHB,"First Hawaiian, Inc.",Finance
FHI,"Federated Hermes, Inc.",Finance
FHN,First Horizon National Corp. (Tennessee),Finance
FI,Frank's International NV,Industrial Services
FIBK,"First Interstate BancSystem, Inc. (Montana)",Finance
FICO,Fair Isaac Corp.,Technology Services
FIII,Forum Merger III Corp.,Finance
FIS,"Fidelity National Information Services, Inc.",Technology Services
FISI,"Financial Institutions, Inc.",Finance
FISV,"Fiserv, Inc.",Technology Services
FIT,"Fitbit, Inc.",Consumer Durables
FITB,Fifth Third Bancorp,Finance
FIVE,"Five Below, Inc.",Retail Trade
FIVN,"Five9, Inc.",Technology Services
FIX,"Comfort Systems USA, Inc.",Industrial Services
FIXX,"Homology Medicines, Inc.",Health Technology
FIZZ,National Beverage Corp.,Consumer Non-Durables
FL,"Foot Locker, Inc.",Retail Trade
FLDM,Fluidigm Corp.,Health Technology
FLEX,Flex Ltd.,Electronic Technology
FLGT,"Fulgent Genetics, Inc.",Health Services
FLIC,The First of Long Island Corp.,Finance
FLIR,"FLIR Systems, Inc.",Electronic Technology
FLMN,Falcon Minerals Corp.,Energy Minerals
FLNT,"Fluent, Inc.",Technology Services
FLO,"Flowers Foods, Inc.",Consumer Non-Durables
FLOW,"SPX Flow, Inc.",Producer Manufacturing
FLR,Fluor Corp.,Industrial Services
FLS,Flowserve Corp.,Producer Manufacturing
FLT,"FleetCor Technologies, Inc.",Commercial Services
FLWS,"1-800-FLOWERS.COM, Inc.",Retail Trade
FLXN,"Flexion Therapeutics, Inc.",Health Technology
FLXS,"Flexsteel Industries, Inc.",Consumer Durables
FMAO,"Farmers & Merchants Bancorp, Inc. (Ohio)",Finance
FMBH,"First Mid Bancshares, Inc.",Finance
FMBI,"First Midwest Bancorp, Inc. (Illinois)",Finance
FMC,FMC Corp.,Process Industries
FMCI,Forum Merger Ii Corp.,Finance
FMNB,Farmers National Banc Corp.,Finance
FMTX,"Forma Therapeutics Holdings, Inc.",Health Technology
FN,Fabrinet,Electronic Technology
FNB,F.N.B. Corp. (Pennsylvania),Finance
FND,"Floor & Decor Holdings, Inc.",Retail Trade
FNF,"Fidelity National Financial, Inc.",Finance
FNKO,"Funko, Inc.",Consumer Durables
FNLC,"The First Bancorp, Inc. (Maine)",Finance
FNV,Franco-Nevada Corp.,Non-Energy Minerals
