APOG,"Apogee Enterprises, Inc.",Producer Manufacturing,"Apogee Enterprises, Inc. engages in the design and development of architectural products and services. It also provides architectural glass, aluminum framing systems and installation services for buildings, as well as value-added glazing products for custom picture framing. The company operates through the following segments: Architectural Framing Systems, Architectural Glass, Architectural Services, and Large-Scale Optical Technologies. The Architectural Framing Systems segment designs, engineers, fabricates and finishes aluminum window, curtainwall, storefront and entrance systems comprising the exterior of buildings. The Architectural Glass segment fabricates coated, high-performance glass used in custom window and wall systems. The Architectural Services segment integrates technical services, project management, and field installation services to design, engineer, fabricate, and install building glass and curtainwall systems. The Large-Scale Optical Technologies (LSO) segment manufactures value-added coated glass and acrylic products for custom framing, museum, and technical glass markets. Apogee Enterprises was founded in 1949 and is headquartered in Minneapolis, MN."
APPF,"AppFolio, Inc.",Technology Services,"AppFolio, Inc. engages in the provision of cloud-based software solutions. It caters to small and medium-sized businesses in the property management and legal industries. It offers the following solutions: AppFolio Property Manager, Tenant Screening Services, Maintenance Contact Center, Premium Leads, Tenant Debt Collections, and MyCase. The company was founded by Brian Donahoo, Klaus Schauser, and Jonathan Walker in 2006 and is headquartered in Santa Barbara, CA."
APPN,Appian Corp.,Technology Services,"Appian Corp. provides business process management (BPM) solutions. Its BPM tools automate and measures business processes. The firm's products include BPM software, case management, mobile application development, and platform-as-a-service. The company was founded by Matt Calkins, Robert C. Kramer, Marc Wilson, and Michael Beckley in 1999 and is headquartered in Reston, V A."
APPS,"Digital Turbine, Inc.",Technology Services,"Digital Turbine, Inc. engages in the innovation of media and mobile communications which helps to deliver an end-to-end platform solution for mobile operators, application developers, device original equipment manufacturers (OEM), and other third parties. It operates through the Advertising segment, which is comprised of Operator and OEM (O&O) business. The O&O is an advertiser solution for unique and exclusive carrier and OEM inventory. The company was founded on November 6, 1998 and is headquartered in Austin, TX."
APRE,"Aprea Therapeutics, Inc.",Health Technology,"Aprea Therapeutics, Inc. operates as a clinical-stage biopharmaceutical company. It focuses on developing and commercializing novel cancer therapeutics that reactivate mutant p53 tumor suppressor protein. The company was founded by Vladimir Bykov, Klas Gota Wiman, Staffan Stromblad, Natalia Issaeva, Galina Selivanova, and Wenji Bao in 2002 and is headquartered in Boston, MA."
APT,Alpha Pro Tech Ltd.,Health Technology,"Alpha Pro Tech Ltd. is engaged in the business of protecting people, products and environment. It develops, manufactures and markets disposable and limited use protective apparel products for the industries, clean room, medical and dental markets. The company operates through the followings segments: Disposable Protective Apparel segment and Building Supply segment. The Disposable Protective Apparel segment includes many different styles of disposable products, such as shoe covers, bouffant caps, gowns, coveralls, lab coats, frocks and other miscellaneous products. The Building Supply segment consists of a line of construction supply weatherization products, namely house wrap and synthetic roof underlayment. Alpha Pro Tech was founded in 1983 and is headquartered in Markham, Canada."
APTO,"Aptose Biosciences, Inc.",Health Technology,"Aptose Biosciences, Inc. is a clinical-stage oncology company, which engages in the discovery, research, and development of anti-cancer therapies. Its product pipeline includes APTO-253, a small molecule that induces expression of the Kruppel-Like Factor 4 genes; and CG-806 a non-covalent small molecule therapeutic agent. The company was founded on September 5, 1986 and is headquartered in Toronto, Canada."
APTS,"Preferred Apartment Communities, Inc.",Finance,"Preferred Apartment Communities, Inc. engages in the acquisition and operation of multifamily properties in select targeted markets throughout the United States. It operates through the following segments: Multifamily Communities, Student Housing Properties, Financing, New Market Properties, Preferred Office Properties, and Others. The Multifamily Communities segment consists company's portfolio of owned residential multifamily communities. The Student Housing Properties segment comprises company's portfolio of owned student housing properties. The Financing segment refers to the portfolio of real estate loans, bridge loans, and other instruments deployed by the company to partially finance the development, construction, and prestabilization carrying costs of new multifamily communities and other real estate and real estate related assets. The New Market Properties segment covers portfolio of grocery-anchored shopping centers, as well as the financial results from the retail real estate loans. The Preferred Office Properties segment relates to the portfolio of office buildings. The Other segment includes deferred offering costs. The company was founded by Leonard A. Silverstein and John A. Williams on September 18, 2009 and is headquartered in Atlanta, GA."
APTV,Aptiv Plc,Producer Manufacturing,"Aptiv Plc engages in the design, development, and manufacture of vehicle components. The firm also provides electrical, electronic, and safety technology solutions to the global automotive and commercial vehicle markets. It operates through the following business segments: Signal and Power Solutions, Advanced Safety and User Experience, and Eliminations and Other. The Signal and Power Solutions segment includes complete electrical architecture and component products. The Advanced Safety and User Experience segment covers component and systems integration in connectivity and security solutions, as well as advanced software development and autonomous driving technologies. The Eliminations and Other segment comprises of elimination of inter-segment transactions, other expenses, and income of a non-operating or strategic nature. The company was founded in 1994 and is headquartered in Dublin, Ireland."
APXT,Apex Technology Acquisition Corp.,Finance,"Apex Technology Acquisition Corp. is a blank check company. It is formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The firm intends to focus on search for prospects within the software and internet technology industries. The company was founded on April 5, 2019 and is headquartered in Burlingame, CA."
AQN,Algonquin Power & Utilities Corp.,Utilities,"Algonquin Power & Utilities Corp. operates as a diversified utility company. The firm engages in the ownership and operation of a portfolio of regulated and non-regulated generation, distribution and transmission utility assets. It operates through the following segments: Regulated Services Group, and Renewable Energy Group. The Regulated Services Group segment owns and operates a portfolio of electric, natural gas, water distribution and wastewater collection utility systems and transmission operations in the United States and Canada. The Renewable Energy Group segment owns and operates a diversified portfolio of renewable and thermal electric generation assets in North America and internationally. The company was founded on August 1, 1988 and is headquartered in Oakville, Canada."
AQUA,Evoqua Water Technologies Corp.,Industrial Services,"Evoqua Water Technologies Corp. is a holding company, which engages in the provision of water treatment solutions. It operates through the Integrated Solutions and Services and Applied Product Technologies business segments. The Integrated Solutions and Services segment focuses on engaging directly with end users. The Applied Product Technologies segment develops product platforms to be sold primarily through third party channels. The company was founded on October 7, 2013 and is headquartered in Pittsburgh, PA."
AR,Antero Resources Corp.,Energy Minerals,"Antero Resources Corp. is an independent oil and natural gas company. It engages in the exploration, development, and production of natural gas, NGLs, and oil. The firm focuses on marketing and utilization of excess firm transportation capacity, and equity method investment in Antero Midstream Corporation. The company was founded by Paul M. Rady and Glen C. Warren, Jr. in June 2002 and is headquartered in Denver, CO."
ARA,"American Renal Associates Holdings, Inc.",Health Services,"American Renal Associates Holdings, Inc. operates with interest in providing kidney dialysis services. It also offers outpatient and inpatient dialysis treatments for patients suffering from chronic kidney failure. The company was founded by Joseph A. Carlucci, Christopher T. Ford and Syed T. Kamal in 1999 and is headquartered in Beverly, MA."
ARAY,"Accuray, Inc.",Health Technology,"Accuray, Inc. is a radiation oncology company. It engages in the development, manufacture and sale of treatment solutions that includes cyberKnife and tomo therapy systems, designed to deliver radiosurgery, stereotactic body radiation therapy, intensity modulated radiation therapy, image-guided radiation therapy and adaptive radiation therapy. The company was founded by John R. Adler in 1990 and is headquartered in Sunnyvale, CA."
ARCB,ArcBest Corp.,Transportation,"ArcBest Corp. is a holding company which engages in the provision of freight transportation services and solutions. It operates through the following business segments: Asset-Based, ArcBest, and FleetNet. The Asset-Based segment includes national, inter-regional, and regional transportation of general commodities through standard, expedited, and guaranteed less-than-truckload services. The ArcBest segment refers to the operations of the company's expedite, truckload, and truckload-dedicated businesses as well as its premium logistics services; international freight transportation with air, ocean, and ground service offerings. The FleetNet segment covers the operations of FleetNet America, Inc., and certain other subsidiaries that provide roadside assistance and maintenance management services for commercial vehicles through a network of third-party service providers. The company was founded in 1966 and is headquartered in Fort Smith, AR."
ARCC,Ares Capital Corp.,Finance,"Ares Capital Corp invests in middle market companies located in the US, and Canada. The fund targets companies operating in the fields of Health Care Services, Software & Services, Consumer Durables & Apparel, Energy, Food & Beverage, and Retail. It provides financing for buyouts, acquisitions, recapitalizations, restructurings, rescue financing, growth capital and general refinancing. It invests in the form of entire capital structure in both debt and equity securities. It acts as a lead investor, and also takes a seat on the board of directors."
ARCE,Arco Platform Ltd.,Technology Services,"Arco Platform Ltd. is engaged in the provision of the educational services. It provides educational content in printed and digital format to the private schools. The firm operates through two segments: Core Curriculum and Supplemental Solutions. The Core Curriculum segment offers two versions, SAS & SAE for high income private schools and upper-middle income private schools respectively. The Supplemental Solutions segment comprises of proprietary applications, robotics and combination of concrete materials & animations. The company was founded by Ari de Sá Cavalcante Neto in 2004 and is headquartered in Consolação, Brazil."
ARCH,"Arch Resources, Inc.",Energy Minerals,"Arch Resources, Inc. engages in the production and distribution of thermal coal. It operates through the following segments: Powder River Basin, Metallurgical and Other Thermal. The Powder River Basin segment contains thermal operations in Wyoming. The Metallurgical segment contains metallurgical operations in West Virginia. The Other Thermal segment contains supplementary thermal operations in Colorado, Illinois and the Coal Mac thermal operations in West Virginia. The company was founded in 1969 and is headquartered in St. Louis, MO."
ARCO,"Arcos Dorados Holdings, Inc.",Consumer Services,"Arcos Dorados Holdings, Inc. engages in the operation of restaurants. The firm operates and franchises McDonald's restaurants in the food services industry through its subsidiaries. It operates through the following geographical segments: Brazil, Caribbean Division, North Latin America division (NOLAD), and South Latin America division (SLAD). The Caribbean Division geographical segment composes Aruba, Curacao, Colombia, French Guyana, Guadeloupe, Martinique, Puerto Rico, Trinidad and Tobago, the U.S. Virgin Islands of St. Croix, and St. Thomas and Venezuela. The SLAD geographical segment comprises Argentina, Chile, Ecuador, Peru, and Uruguay. The NOLAD geographical segment consists Costa Rica, Mexico, and Panama. The company was founded on August 3, 2007 and is headquartered in Montevideo, Uruguay."
ARCT,"Arcturus Therapeutics Holdings, Inc.",Health Technology,"Arcturus Therapeutics Holdings, Inc. engages in the research and development of medical applications for the nucleic acid-focused technology. The firm develops RNA therapeutics which focuses on the treatment of liver and respiratory diseases. Its pipeline include LUNAR-OTC and LUNAR CF. The company was founded in 2013 and is headquartered in San Diego, CA."
ARD,Ardagh Group SA,Process Industries,"Ardagh Group SA engages in the provision of packaging solutions for food and beverage markets. The firms products include metal beverage cans, as well as glass containers primarily for beverage and food markets. It operates through the following segments: Metal Beverage Packaging Europe, Metal Beverage Packaging Americas, Glass Packaging Europe, and Glass Packaging North America. The company was founded in 1932 and is headquartered in Luxembourg."
ARDX,"Ardelyx, Inc.",Health Technology,"Ardelyx, Inc. is a biopharmaceutical company, which engages in the research, development and commercialization of medicine for the treatment of cardiorenal diseases. Its product portfolio includes tenapanor, which is an experimental medication that works exclusively in the gut and is in late-stage clinical development. The company was founded by Dominique Charmot, Peter G. Schultz, and Jean M. Frechet on October 17, 2007 and is headquartered in Fremont, CA."
ARE,"Alexandria Real Estate Equities, Inc.",Finance,"Alexandria Real Estate Equities, Inc. is an urban office real estate investment trust, which engages in the ownership, operation, development, and redevelopment of life science and technology properties. It also provides a space for lease to the life science and technology industries which are primarily located in AAA urban innovation cluster locations. The company was founded by Alan D. Gold, Gary A. Kreitzer, Joel S. Marcus, and Jerry M. Sudarsky in October 1994 and is headquartered in Pasadena, CA."
ARES,Ares Management Corp.,Finance,"Ares Management Corp. is engaged in providing investment management and consultancy services. It operates through the following segments: Credit Group, Private Equity Group and Real Estate Group. The Credit Group segment offers credit strategies across the liquid and illiquid spectrum, including syndicated bank loans, high yield bonds, credit opportunities, special situations, asset-backed investments and U.S. and European direct lending. The Credit Group provides solutions for traditional fixed income investors seeking to access the syndicated bank loan and high yield bond markets and capitalize on opportunities across traded corporate credit. It additionally provides investors access to directly originated fixed and floating rate credit assets and the ability to capitalize on illiquidity premiums across the credit spectrum. The Private Equity Group segment manages shared control investments in corporate private equity funds. The Real Estate Group segment provides debt, mortgage loans, and equity capital to borrowers, property owners, and real estate developers. The company was by founded by Michael J. Arougheti, David B. Kaplan, John H. Kissick, Antony P. Ressler, and Bennett Rosenthal in 1997 and is headquartered in Los Angeles, CA."
ARGO,Argo Group International Holdings Ltd.,Finance,"Argo Group International Holdings Ltd. engages in the provision of underwriting property and casualty insurance and reinsurance products. It operates through the following segments: U.S. Operations, International Operations, and Run-off Lines. The U.S. Operations segment consists of Argo Pro, Argo Insurance, Rockwood Casualty Insurance Company, U.S. Specialty Programs, Inland Marine, Argo Surety and Trident Public Risk Solutions. The International Operations segment includes Lloyd’s Syndicate platform, a Bermuda trading platform and business in Continental Europe and Brazil. The Run-off Lines segment comprises of liabilities associated with discontinued lines previously underwritten by the insurance subsidiaries. The company was founded in 1986 and is headquartered in Pembroke, Bermuda."
ARI,"Apollo Commercial Real Estate Finance, Inc.",Finance,"Apollo Commercial Real Estate Finance, Inc. is a real estate investment trust, which originates, acquires, invests in, and manages performing commercial real estate mortgage loans, subordinate financings, and other commercial real estate-related debt investments. It offers loan programs that include senior loans, subordinate debt, bridge loans, and preferred equity. The company was founded on June 29, 2009 and is headquartered in New York, NY."
ARLO,"Arlo Technologies, Inc.",Consumer Durables,"Arlo Technologies, Inc. engages in the provision and development of cloud infrastructure and mobile app for smart connected devices. It offers wire-free smart Wi-Fi and LTE-enabled cameras, advanced baby monitors, smart security lights, and audio doorbell. The company was founded in January 2018 and is headquartered in San Jose, CA."
ARLP,Alliance Resource Partners LP,Energy Minerals,"Alliance Resource Partners LP produces and markets coal to United States utilities and industrial users. It operates through the following segments: Illinois Basin, Appalachia, and Other and Corporate. The Illinois Basin segment is comprised of Webster County coal's Dotiki mining complex, Gibson mining complex, which includes the Gibson north mine and the Gibson south project, Hopkins County coal's Elk Creek mining complex, White County coal's Pattiki mining complex, Warrior's mining complex, River View's mining complex, the Sebree property and certain properties of Alliance Resource Properties and ARP Sebree LLC. The Appalachian segment is composed of Pontiki and MC Mining complexes. The Other and Corporate segment includes marketing and administrative expenses, Mt. Vernon dock activities, coal brokerage activity, its equity investment in Mid-America Carbonates LLC and certain activities of Alliance Resource Properties. The company was founded in May 1999 and is headquartered in Tulsa, OK."
ARMK,Aramark,Consumer Services,"Aramark engages in the provision of food, facilities, and uniform services. It operates through the following segments: Food and Support Services United States (FSS United States); Food and Support Services International (FSS International); and Uniform. The FSS United States segment offers food, hospitality and facility services for school districts, colleges and universities, healthcare facilities, businesses, sports, entertainment and recreational venues, conference and convention centers, national and state parks, and correctional institutions. The FSS International segment covers food, refreshment, specialized dietary and support services, including facility maintenance and housekeeping, provided to business, educational and healthcare institutions and in sports, leisure, and other facilities serving the general public. The Uniform segment comprises of rental, sale, cleaning, maintenance, and delivery of personalized uniforms and other textile items on a contract basis, and direct marketing of personalized uniforms, and accessories to clients. The company was founded in 1959 and is headquartered in Philadelphia, PA."
ARNA,"Arena Pharmaceuticals, Inc.",Health Technology,"Arena Pharmaceuticals, Inc. is a biopharmaceutical company, which engages in the discovery, development, and commercialization of novel drugs that target G protien-coupled receptors. It offers drugs for treatment in the field of cardiovascular, central nervous system, inflammatory, and metabolic diseases. The company was founded by Dominic P. Behan and Jack Lief on April 14, 1997 and is headquartered in San Diego, CA."
ARNC,Arconic Corp.,Non-Energy Minerals,"Arconic Corp. engages in manufacturing of aluminum sheet, plate, extrusions and architectural products. It operates through the following business segments: Rolled Products, Extrusions, and Building and Construction Systems. The Rolled Products segment engages in the production of finished goods ranging from airframes and automotive body panels to industrial plate and brazing sheet. The Extrusions segment produces a range of extruded products, including aerospace shapes automotive shapes, seamless tube, hollows, mortar fins and high strength rod and bar. The Building and Construction Systems segment manufactures differentiated products and building envelope solutions, including entrances, curtain walls, windows, composite panel and coil coated sheet. The company was founded on August 14, 2019 and is headquartered in Pittsburgh, PA."
AROC,"Archrock, Inc.",Industrial Services,"Archrock, Inc. engages in the provision of operations, maintenance, service, and equipment for oil and natural gas production, processing, and transportation applications. It operates through the Contract Operations and Aftermarket Services segments. The Contract Operations segment is comprised of equity investment in the partnership, in addition to the owned fleet of natural gas compression equipment that the company use to provide operations services. The Aftermarket Services segment sell parts and components, provides operations, maintenance, overhaul, and reconfiguration services to customers. The company was founded on February 2, 2007 and is headquartered in Houston, TX."
AROW,Arrow Financial Corp.,Finance,"Arrow Financial Corp. operates as a holding company, which through its subsidiaries, engages in the provision of banking and insurance services. It offers online and mobile banking, wealth management, money market and deposit accounts, mortgage, consumer and commercial loans, trust administration, retirement plan administration, advice to its proprietary mutual funds, and insurance products. The company was founded on March 21, 1983 and is headquartered in Glens Falls, NY."
ARQT,"Arcutis Biotherapeutics, Inc.",Health Technology,"Arcutis Biotherapeutics, Inc. engages in the development and commercialization of treatments for dermatological diseases. Its piepline consists of topical treatments for plaque psoriasis, atopic dermatitis, eczema, vitiligo, alopecia areata, and seborrheic dermatitis. The company was founded by Bhaskar Chaudhuri and David W. Osborne on June 1, 2016 and is headquartered in Westlake Village, CA."
ARR,"ARMOUR Residential REIT, Inc.",Finance,"ARMOUR Residential REIT, Inc. operates as a real estate investment trust, which engages in the business of investing in fixed rate, hybrid adjustable rate and adjustable rate residential mortgage backed securities. It also invests in residential mortgage backed securities issued or guaranteed by a United States government-sponsored entity such as the Federal National Mortgage Association, the Federal Home Loan Mortgage Corporation or guaranteed by the Government National Mortgage Administration. The company was founded on February 5, 2008 and is headquartered in Vero Beach, FL."
ARTNA,Artesian Resources Corp.,Utilities,"Artesian Resources Corp. is a holding company, which engages in the provision of water resource management. Its activities include residential, commercial water and wastewater, government and contract services, and developers. The company was founded in 1927 and is headquartered in Newark, DE."
ARVN,"Arvinas, Inc.",Health Technology,"Arvinas, Inc. is a biopharmaceutical company, which engages in the discovery, development and commercialization of therapies to degrade disease-causing proteins. Its lead products include ARV-110 and ARV-471. The company was founded in February 2013 and is headquartered in New Haven, CT."
ARW,"Arrow Electronics, Inc.",Distribution Services,"Arrow Electronics, Inc. is a provider of products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions. It operates through two segments: Global Components Business and Global Enterprise Computing Solutions. The Global Components segment involves in the marketing and distribution of electronic components and provides a range of value added capabilities throughout the entire life cycle of technology products and services through design engineering, global marketing, and integration, global logistics and supply chain management. The Global Enterprise Computing Solutions segment provides computing solutions, and services which include datacenter, cloud, security, and analytics solutions. The company was founded by Robert W. Wentworth and John C. Waddell in 1946 and is headquartered in Centennial, CO."
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Technology,"Arrowhead Pharmaceuticals, Inc. operates as a biopharmaceutical company. It develops medicines that treat intractable diseases by silencing the genes that cause them. The company was founded by R. Bruce Stewart in 1989 and is headquartered in Pasadena, CA."
ASAN,"Asana, Inc.",Technology Services,"Asana, Inc. develop a work management platform that helps teams orchestrate work, from daily tasks to cross-functional strategic initiatives. Its workflow solutions include project management, goal management, task management, Kanban boards, Excel project management, PRINCE2 methodology, and project planning. The company was founded by Dustin Moskovitz and Justin Michael Rosenstein on December 16, 2008 and is headquartered in San Francisco, CA."
ASB,Associated Banc-Corp,Finance,"Associated Banc-Corp. operates as a bank holding company, which offers various banking and non-banking financial services to individuals and businesses through its subsidiaries. It operates through the following segments: Corporate and Commercial Specialty; Community, Consumer and Business; and Risk Management and Shared Services. The Corporate and Commercial Specialty segment serves customers including businesses, developers, non-profits, municipalities and financial institutions. The Community, Consumer & Business segment serves individuals, as well as small and mid-sized businesses. The Risk Management and Shared Services segment includes corporate risk management, credit administration, finance, treasury, operations and technology shared functions. The company was founded in 1964 and is headquartered in Green Bay, WI."
ASGN,"ASGN, Inc.",Commercial Services,"ASGN, Inc. engages in the business of information technology (IT) and professional services in the technology, digital, creative, engineering and life sciences fields across commercial and government sectors. It operates through the following segments: Apex, Oxford, and ECS. The Apex segment provides technical, scientific, digital, and creative services and solutions to Fortune 1000 and mid-market clients across the United States and Canada. The Oxford segment offers “hard to find” technical, digital, engineering, and life sciences services and solutions in select skill and geographic markets. The ECS segment delivers advanced solutions in cloud, cybersecurity, artificial intelligence, machine learning, software development, IT modernization, and science and engineering primarily focused on Federal Government activities. ASGN helps corporate enterprises and government organizations develop, implement and operate critical IT and business solutions through its integrated offering of professional staffing and IT solutions. The company was founded on December 30, 1985 and is headquartered in Glen Allen, VA."
ASH,"Ashland Global Holdings, Inc.",Process Industries,"Ashland Global Holdings, Inc. is a global specialty chemicals company. The company engages in the manufacture and distribution of adhesives, architectural coatings, automotive, construction, energy, food and beverage, personal care, and pharmaceutical. It operates through the following segments: Specialty Ingredients, and Intermediates and Solvents. The Specialty Ingredients segment offers industry products, technologies, and resources for solving formulation and product-performance challenges. The Intermediates and Solvents segment produces butanediol and related derivatives, including tetrahydrofuran and n-methylpyrrolidone. The company was founded in 1924 and is headquartered in Covington. KY."
ASIX,"Advansix, Inc.",Process Industries,"Advansix, Inc. engages in the development and production of nylon resin products and other additives. The firm’s products include nylon resin, caprolactam, ammonium sulfate fertilizer and chemical intermediates. It offers products to carpet, engineering plastic, food packaging, building and construction, composites, plant nutrition, paints and coating markets. The company was founded on May 4, 2016 and is headquartered in Parsippany, NJ."
ASMB,"Assembly Biosciences, Inc.",Health Technology,"Assembly Biosciences, Inc. is a biotechnology company, which engages in the development of products for infectious diseases, such as chronic hepatitis B virus and illnesses associated with a dysbiotic microbiome. It focuses in two innovative platform programs: oral therapeutics for the treatment of hepatitis B virus, and the oral synthetic live biotherapeutics candidate. The company was founded by Uri Lopatin and Derek A. Small on October 7, 2005 and is headquartered in South San Francisco, CA."
ASO,"Academy Sports & Outdoors, Inc.",Retail Trade,"Academy Sports & Outdoors, Inc. owns and operates sporting goods retail stores. It offers a broad assortment of hunting, fishing, and camping equipment and gear, sports and leisure products, footwear and apparel. The company organizes its merchandise in four divisions: Outdoors, Sports and Recreation, Apparel and Footwear. Academy Sports & Outdoors was founded in 1938 by Max Gochman and is headquartered in Katy, TX."
ASPN,"Aspen Aerogels, Inc.",Process Industries,"Aspen Aerogels, Inc. engages in designing, developing, and manufacturing aerogel insulation used primarily in the energy infrastructure and building materials markets. Its products include Cryogel, Pyrogel, and Spaceloft. The company was founded by Hamed S. Borhanian, Patrick J. Piper, and Kang P. Lee on May 4, 2001 and is headquartered in Northborough, MA."
ASPS,Altisource Portfolio Solutions SA,Finance,"Altisource Portfolio Solutions SA engages in the provision of services and technology for the mortgage and real estate industries. It operates through the following segments: Mortgage Market; Real Estate Market; and Other Businesses, Corporate and Eliminations. The Mortgage Market segment offers loan servicers and originators with marketplaces, services and technologies that span the mortgage lifecycle. The Real Estate Market segment provides real estate consumers and rental property investors with marketplaces and services that span the real estate lifecycle. The Other Businesses, Corporate and Eliminations segment includes certain ancillary businesses, interest expense and unallocated costs related to corporate support functions. The company was founded on November 4, 1999 and is headquartered in Luxembourg."
ASPU,"Aspen Group, Inc.",Consumer Durables,"Aspen Group, Inc. is a holding company, which engages in the provision of education. It offers certificate programs and associate, bachelor, master, and doctoral degree programs in areas, including business and organization management, education, nursing, information technology, and general studies. The company was founded in 1987 and is headquartered in New York, NY."
ASTE,"Astec Industries, Inc.",Producer Manufacturing,"Astec Industries, Inc. designs, engineers, manufactures and markets equipment and components used primarily in road building and related construction activities as well as other products. It operates through the following segments: Infrastructure Group, Aggregate and Mining Group and Energy Group. The Infrastructure Group segment consists of five business units, three of which design, engineer, manufacture and market a complete line of asphalt plants, asphalt pavers and related components and ancillary equipment. The Aggregate and Mining Group segment consists of eight business units that design, manufacture and market heavy equipment and parts in the aggregate, metallic mining, quarrying, recycling, ports and bulk handling industries. The Energy Group segment consists of six business units that design, manufacture and market heaters, gas, oil and combination gas/oil burners, combustion control systems, drilling rigs, concrete plants, wood chippers and grinders, pump trailers, commercial and industrial burners, combustion control systems, storage equipment and related parts to the oil and gas, construction and water well industries. . The company was founded by J. Don Brock on August 9, 1972 and is headquartered in Chattanooga, TN."
ATAX,America First Multifamily Investors LP,Finance,"America First Multifamily Investors LP engages in the acquisition of a portfolio of mortgage revenue bonds that are issued by state and local housing authorities to provide construction and permanent financing for affordable multifamily and student housing and commercial properties. It operates through the following segments: Mortgage Revenue Bond Investments, Multifamily (MF) Properties, Public Housing Capital (PHC) Fund Trusts, and Other Investments. The Mortgage Revenue Bond Investments segment consists of the partnership's portfolio of mortgage revenue bonds which have been issued t provide construction and permanent financing for the residential properties and a commercial property. The MF Properties segment consists of indirect equity interests in multifamily, student housing, and senior citizen residential properties which are not currently financed by mortgage revenue bonds held by partnership but which the partnership eventually intends to finance by such bonds through a restructuring. The Public Housing Capital Fund Trusts segment consists of the assets, liabilities and related income and expenses of the PHC Trusts. The Other Investments segment is comprised of the operations of ATAX Vantage Holdings, LLC, which holds non-controlling equity investments in certain multifamily projects and has issued property notes receivable due from other multifamily projects. The company was founded on April 2, 1998 and is headquartered in Omaha, NE."
ATCO,Atlas Corp. (British Columbia),Finance,"Atlas Corp. operates as a global asset manager that owns and operates the businesses in which it invests. It focuses on deploying capital across multiple verticals to create growth opportunities for its shareholders. The firm operates through two subsidiaries, Seaspan and APR. Seaspan is an independent charter owner and operator of containerships and APR provides mobile power solutions. The company is headquartered in Vancouver, Canada."
ATCX,"Atlas Technical Consultants, Inc.",Finance,"Atlas Technical Consultants, Inc. is a provider of professional testing, inspection engineering and consulting services. It offers solutions to public and private sector clients in the transportation, commercial, water, government, education and industrial markets. The firm provides a broad range of mission-critical technical services, helping clients test, inspect, certify, plan, design and manage a wide variety of projects across diverse end markets. The company was founded on June 28, 2017 and is headquartered in Austin, Texas."
ATEC,"Alphatec Holdings, Inc.",Health Technology,"Alphatec Holdings, Inc. engages in the design, development, and marketing of spinal fusion technology products and solutions for the treatment of spinal disorders. It offers intra-operative information and neuromonitoring technologies, access systems, interbody implants, fixation systems, and various biologics offerings. The company was founded on March 4, 2005 and is headquartered in Carlsbad, CA."
ATEN,"A10 Networks, Inc.",Technology Services,"A10 Networks, Inc. engages in the provision of application networking solutions that help organizations ensure that their data center applications and networks remain highly available, accelerated, and secure. It offers cloud storage, enterprise solutions, security products, data center, application delivery, load balancing, and distributed denial of service protection. The company was founded by Lee Chen in 2004 and is headquartered in San Jose, CA."
ATEX,"Anterix, Inc.",Communications,"Anterix, Inc., doing business as Anterix, is a wireless communications company, which engages in the spectrum assets to enable targeted critical infrastructure and enterprise customers to deploy private broadband networks, technologies, and solutions. Its products include teamconnect, pdvconnect, and diga-talk plus application. The company was founded by Peter Joel Lasensky and Richard Edward Rohmann in 1997 and is headquartered in Woodland Park, NJ."
ATGE,"Adtalem Global Education, Inc.",Consumer Services,"Adtalem Global Education, Inc. engages in the provision of workforce solutions. It operates through the following segments: Medical and Healthcare, and Financial Services. The Medical and Healthcare segment offers degree and non-degree programs in the medical and healthcare postsecondary education industry. The Financial Services segment includes test preparation, certifications, conferences, seminars, memberships, and subscriptions to business professionals in the areas of accounting, anti-money laundering, banking, and mortgage industries. The company was founded by Dennis J. Keller and Ronald L. Taylor in 1973 and is headquartered in Chicago, IL."
ATH,Athene Holding Ltd.,Finance,"Athene Holding Ltd. is engages in the provision of retirement services. The firm issues, reinsures and acquires retirement savings products and institutional products. Its products include individual and group annuities. The company was founded by James R. Belardi and Frank L. Gills in May 2009 and is headquartered in Pembroke, Bermuda."
ATHA,"Athira Pharma, Inc.",Health Technology,"Athira Pharma, Inc. is a clinical-stage biopharmaceutical company focused on developing small molecules to restore neuronal health and stop neurodegeneration. The company was founded by Leen Kawas and Joseph Harding in 2011 and is headquartered in Seattle, WA."
ATHX,"Athersys, Inc.",Health Technology,"Athersys, Inc. engages in the discovery and development of therapies designed to extend and enhance to quality of human life. It offers MultiStem as its stem cell product which provides biological potency and therapeutic effects for distinct diseases and conditions in the cardiovascular, neurological, inflammatory, and immune disease areas. The company was founded by John J. Harrington and Gil van Bokkelen on October 24, 1995 and is headquartered in Cleveland, OH."
ATI,"Allegheny Technologies, Inc.",Non-Energy Minerals,"Allegheny Technologies, Inc. engages in the manufacture of specialty materials and components for different industries which include aerospace and defense, oil and gas, chemical process, and electrical energy. It operates through the High Performance Materials and Components (HPMC) and Flat Rolled Products (FRP) segments. The HPMC segment includes production, conversion, and distribution of materials, including products from differentiated alloys, super alloys, and metallic powders. The FRP segment involves in the production, conversion and distribution of nickel-based alloys, specialty alloys, titanium and titanium-based alloys, and stainless steel in a variety of product forms including plate, sheet, engineered strip, and precision rolled strip. The company was founded on August 15, 1996 and is headquartered in Pittsburgh, PA."
